Id,SalePrice
1148,175268.85985280573
1149,157039.76705340808
1150,131734.88672619755
1151,156979.27331985044
1152,120060.40978715103
1153,116874.92051653308
1154,105037.07834672392
1155,193675.35703926394
1156,135595.80570873292
1157,126685.8736849043
1158,244211.85192289157
1159,286035.6714493078
1160,181410.52732829377
1161,186330.66788573703
1162,124165.50873592822
1163,144762.92576834443
1164,49455.950831637485
1165,129023.36405276484
1166,251723.68364751758
1167,285537.8825582485
1168,202112.05506284581
1169,120863.35534864967
1170,318140.0380212511
1171,185656.45908016432
1172,163977.53890271438
1173,247597.43653755588
1174,60823.353780894075
1175,123079.52142885234
1176,248372.17155735428
1177,159929.76971110748
1178,105093.2454773942
1179,74745.0782307114
1180,128926.41119689308
1181,220934.92665884364
1182,280195.1607320551
1183,305052.6330823372
1184,67451.7660005046
1185,120678.58202085062
1186,92626.48914688942
1187,-40178.46108811512
1188,266182.1338482606
1189,243001.86531066755
1190,237527.80827872735
1191,66084.3493432242
1192,275025.2220316301
1193,60603.232641066425
1194,202599.5406558346
1195,182537.6265241159
1196,209845.86058706325
1197,249163.57761872746
1198,138202.71364274737
1199,254366.0061563598
1200,80467.79900396848
1201,109132.79401361383
1202,238834.09131233534
1203,64639.34038620745
1204,243641.08208133793
1205,144754.850544577
1206,217360.17103589932
1207,88170.5273652873
1208,203455.4701672052
1209,120021.09750565607
1210,282518.65104266396
1211,188352.64253603388
1212,269914.60757678
1213,72555.95164716919
1214,44283.913938191254
1215,135282.28437211108
1216,143255.1587152253
1217,185560.02207629522
1218,298705.6616186132
1219,79009.10939923464
1220,176683.5729005714
1221,129302.65457642428
1222,138329.96278764727
1223,149212.378752467
1224,117686.54763586004
1225,246976.2131754905
1226,167535.14967717067
1227,209018.18823157717
1228,109314.2652595404
1229,285925.8635452101
1230,141346.1001398461
1231,119594.01113995095
1232,129128.11237291805
1233,87983.82830363302
1234,126174.57297389233
1235,60270.636500664754
1236,62812.65411283658
1237,234876.53135268344
1238,248540.99105194444
1239,210921.46613808675
1240,280407.52182229375
1241,238363.47900820896
1242,244711.13697903603
1243,229653.02883755788
1244,340673.97872764664
1245,198115.29085602704
1246,184324.9310824694
1247,249758.7632795018
1248,182335.31675879657
1249,88734.3683624526
1250,124304.47743491456
1251,198461.566476495
1252,239661.75963086355
1253,146165.68376217247
1254,188306.6866674465
1255,244189.76427046815
1256,127212.23559266375
1257,252237.24521854054
1258,82737.37487395434
1259,249659.61427308898
1260,178930.33679505624
1261,200898.2591082831
1262,118304.00177978957
1263,79730.93428963702
1264,96051.09327120287
1265,199514.72014820762
1266,246663.86605729116
1267,132602.89656508248
1268,310511.19690921623
1269,160257.6056026346
1270,116582.87997459946
1271,174007.6577528664
1272,175980.8158441675
1273,141543.09975957708
1274,133356.9987696733
1275,45066.16042120429
1276,110925.227488111
1277,173828.32690844266
1278,154375.86969186622
1279,273315.3020308134
1280,27124.795366693754
1281,246918.6206567376
1282,229188.01197375264
1283,146824.0290198133
1284,183855.6511967876
1285,83865.54297614796
1286,151010.84001437644
1287,165062.96448743204
1288,141347.7483413422
1289,273008.3994286945
1290,272725.07097849296
1291,132330.87640230963
1292,147327.18306989688
1293,17080.757225384237
1294,228323.96787583688
1295,105386.55946226232
1296,141545.10216759308
1297,141633.733690663
1298,211782.19290546235
1299,256701.48724156432
1300,112000.69945314853
1301,227394.79081888078
1302,139147.69680225616
1303,261825.02026883187
1304,244377.2987220753
1305,244394.2714305534
1306,312284.8277178104
1307,242236.1415133942
1308,166618.58976798877
1309,81559.08002026496
1310,203977.5656658751
1311,178482.75294158142
1312,256005.28236125736
1313,250046.81859447854
1314,300685.80860067206
1315,92072.36128177051
1316,169762.04762967816
1317,283507.1409646049
1318,246218.0860946998
1319,276169.7704294631
1320,91798.63868523203
1321,158060.24665697152
1322,42921.00213876343
1323,225188.2960647638
1324,69444.53741950612
1325,266777.0594156701
1326,42780.56514512235
1327,2627.736938306829
1328,149878.83108666283
1329,110075.44619079703
1330,238064.10636681132
1331,284576.82991088554
1332,147946.5877261681
1333,63775.52568159811
1334,68046.87183434772
1335,130359.59510104568
1336,175860.1254931027
1337,145419.28954041982
1338,73451.67376329424
1339,236488.3623174457
1340,150181.5315807208
1341,108726.53261884674
1342,208676.17097118264
1343,269577.53904925287
1344,105115.94933568244
1345,249759.71940210508
1346,34517.88967199647
1347,180391.2652289071
1348,281639.1830386105
1349,247776.45407219464
1350,107701.01252598129
1351,132684.13292781124
1352,163630.40708969627
1353,110607.26019806159
1354,244304.81730689015
1355,234765.85652162367
1356,214690.70803052513
1357,143776.7044612707
1358,125185.86672994844
1359,208358.84074007208
1360,311805.0836582966
1361,53616.26090098196
1362,249434.95229091775
1363,22407.499090378173
1364,215772.7823753059
1365,251352.96272333292
1366,240125.54069051193
1367,236437.12532614265
1368,160870.78907938395
1369,195192.01538915513
1370,280353.87192702154
1371,22664.105568593135
1372,130453.72018240602
1373,226817.95369617734
1374,318722.1012819689
1375,232233.09781796252
1376,287666.3169336552
1377,133641.78373845154
1378,101691.08911489556
1379,174044.83580452343
1380,174870.53787030373
1381,-10098.010923405644
1382,175341.83030210342
1383,149912.02867670683
1384,52732.05132235051
1385,130075.08423693501
1386,16756.30963660567
1387,217174.6015890264
1388,107809.3298539077
1389,321040.6851507374
1390,144997.45041810605
1391,245660.98418700555
1392,141661.52583063184
1393,142332.52459099446
1394,65276.50023772521
1395,239766.9078831044
1396,272216.7983912495
1397,101692.33538017957
1398,56618.678982494865
1399,87918.61220688163
1400,106481.34189928113
1401,133567.00581958052
1402,205805.84710667608
1403,244510.07197361765
1404,292186.08156717196
1405,-11056.497353643412
1406,276160.57131351857
1407,124697.84230483207
1408,164887.1488635533
1409,20306.89393274975
1410,215531.8322635768
1411,239848.293566362
1412,124847.90323999315
1413,79661.16405894654
1414,266547.9750671042
1415,92919.4934511513
1416,224273.91054522712
1417,-24257.675929161254
1418,254913.41678106925
1419,132732.8787000333
1420,167336.30110330693
1421,174326.75900577102
1422,188830.1477090679
1423,197911.9393642014
1424,168044.10646494944
1425,99803.17702897312
1426,161426.07346756384
1427,228013.34097230667
1428,104465.1739274594
1429,88556.72059292952
1430,188293.573129029
1431,176662.23028633604
1432,188101.41307647666
1433,54933.88601832185
1434,196085.30709646456
1435,157995.62981845275
1436,140018.50994348922
1437,108626.46256350004
1438,266706.7226581769
1439,132005.6456218348
1440,221699.8784208824
1441,67358.11835646606
1442,198939.62743273051
1443,349438.7049039309
1444,110595.5997676719
1445,249471.56130308518
1446,180572.98815241968
1447,130268.71787081007
1448,261540.02351955744
1449,-11838.411833648104
1450,135445.42950820667
1451,148221.70232880698
1452,286941.7317993161
1453,162848.09943363653
1454,175527.3815632607
1455,245382.09694337286
1456,201355.68402918242
1457,167349.50472228788
1458,151660.50796518777
1459,93091.14648905257
1460,132441.2666337553
